"grado":"FPBasica"-n-"nombrecentro":"LUIS BUÑUEL","mailcentro":"ieslbuzaragoza@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"MAR DE ARAGON","mailcentro":"iescaspe@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"MARIA AUXILIADORA","mailcentro":"titularzaragoza@salesianas.org"
"grado":"FPBasica"-n-"nombrecentro":"MARIA MOLINER","mailcentro":"iesmmozaragoza@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"MARTINEZ VARGAS","mailcentro":"iesmvbarbastro@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"MATARRAÑA","mailcentro":"iesvalderrobres@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"MIGUEL CATALAN","mailcentro":"iesmcazaragoza@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"MIGUEL DE MOLINOS","mailcentro":"iesmimozaragoza@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"MIRALBUENO","mailcentro":"iesmirzaragoza@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"MONEGROS-GASPAR LAX","mailcentro":"iessarinena@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"MONTEARAGON","mailcentro":"cpifpmontearagon@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"NTRA. SRA. DE GUAYENTE","mailcentro":"escuelahosteleria@guayente.info"
"grado":"FPBasica"-n-"nombrecentro":"NTRA. SRA. DEL CARMEN Y SAN JOSE","mailcentro":"elcarmenysanjosezgz@gmail.com"
"grado":"FPBasica"-n-"nombrecentro":"OBRA DIOCESANA SANTO DOMINGO DE SILOS","mailcentro":"odsds@planalfa.es"
"grado":"FPBasica"-n-"nombrecentro":"PABLO GARGALLO","mailcentro":"iespagazaragoza@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"PABLO SERRANO","mailcentro":"iesandorra@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"PABLO SERRANO","mailcentro":"iespsezaragoza@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"PADRE ENRIQUE DE OSSO","mailcentro":"direcciongeneral@eossozaragoza.escuelateresiana.com"
"grado":"FPBasica"-n-"nombrecentro":"PEDRO CERRADA","mailcentro":"iesutebo@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"PEDRO DE LUNA","mailcentro":"iespluzaragoza@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"PILAR LORENGAR","mailcentro":"iesplozaragoza@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"PIRAMIDE","mailcentro":"iespirhuesca@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"PIRINEOS","mailcentro":"iespijaca@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"PLUS ULTRA","mailcentro":"centro@plusultraformacion.com"
"grado":"FPBasica"-n-"nombrecentro":"RAMON J. SENDER","mailcentro":"iesrsfraga@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"RAMON Y CAJAL","mailcentro":"iesrychuesca@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"REYES CATOLICOS","mailcentro":"iesrcejea@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"RIO ARBA","mailcentro":"iestauste@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"RIO GALLEGO","mailcentro":"iesrgazaragoza@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"RODANAS","mailcentro":"iesepila@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"SALESIANO NTRA. SRA.DEL PILAR","mailcentro":"secretaria.zaragoza@salesianos.edu"
"grado":"FPBasica"-n-"nombrecentro":"SALESIANOS LAVIAGA-CASTILLO","mailcentro":"secretaria.laalmunia@salesianos.edu"
"grado":"FPBasica"-n-"nombrecentro":"SALVADOR VICTORIA","mailcentro":"iesmonreal@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"SAN JOSE DE CALASANZ","mailcentro":"sjcalasanzbar@escolapiosemaus.org"
"grado":"FPBasica"-n-"nombrecentro":"SAN LORENZO","mailcentro":"cpifpsanlorenzo@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"SAN VALERO","mailcentro":"infoces@svalero.es"
"grado":"FPBasica"-n-"nombrecentro":"SAN VICENTE DE PAOL","mailcentro":"svpaulz@planalfa.es"
"grado":"FPBasica"-n-"nombrecentro":"SANTA AGATOCLIA","mailcentro":"colegiosantaagatoclia@gmail.com"
"grado":"FPBasica"-n-"nombrecentro":"SANTA EMERENCIANA","mailcentro":"iessemteruel@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"SANTIAGO HERNANDEZ","mailcentro":"iesshezaragoza@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"SANTO DOMINGO SAVIO","mailcentro":"colegio.monzon@salesianos.org"
"grado":"FPBasica"-n-"nombrecentro":"SEGUNDO DE CHOMON","mailcentro":"iesschteruel@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"SIERRA DE GUARA","mailcentro":"iessguhuesca@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"SIERRA DE LA VIRGEN","mailcentro":"iesillueca@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"SIERRA DE SAN QUILEZ","mailcentro":"iesbinefar@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"SIGLO XXI","mailcentro":"iespedrola@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"TIEMPOS MODERNOS","mailcentro":"iestiemposmodernos@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"TUBALCAIN","mailcentro":"iestarazona@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"VALLE DE TENA","mailcentro":"secretaria@fpvalledetena.com"
"grado":"FPBasica"-n-"nombrecentro":"VALLE DEL GUADALOPE","mailcentro":"iescalanda@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"VALLE DEL JILOCA","mailcentro":"iescalamocha@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"VEGA DEL TURIA","mailcentro":"iesvtteruel@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"VIRGEN DEL PILAR","mailcentro":"iesvdpzaragoza@educa.aragon.es"
"grado":"FPBasica"-n-"nombrecentro":"ZAURIN","mailcentro":"iesateca@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"ACADEMIA MARCO","mailcentro":"info@academiamarco.com"
"grado":"GMedio"-n-"nombrecentro":"ALAON","mailcentro":"centroalaun@alaun.es"
"grado":"GMedio"-n-"nombrecentro":"ANDALAN","mailcentro":"iesandzaragoza@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"ARSENIO JIMENO","mailcentro":"info@centroformacion.ugt.org"
"grado":"GMedio"-n-"nombrecentro":"ARTE-MISS ZARAGOZA, CENTRO 1","mailcentro":"educacion@arte-miss.com"
"grado":"GMedio"-n-"nombrecentro":"BAJO ARAGON","mailcentro":"cpifpbajoaragon@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"BAJO CINCA","mailcentro":"iesbcfraga@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"BENJAMIN JARNES","mailcentro":"iesfuentes@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"BIELLO ARAGON","mailcentro":"iesbasabinanigo@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"CABAÑAS","mailcentro":"iesalmunia@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"CEFOR IZQUIERDO","mailcentro":"ciclos@izquierdofp.es"
"grado":"GMedio"-n-"nombrecentro":"CINCO VILLAS","mailcentro":"iescvejea@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"COLEGIO MONTESSORI","mailcentro":"administracion@colegiomontessori.com"
"grado":"GMedio"-n-"nombrecentro":"CONDES DE ARAGON","mailcentro":"condesfp@condesfp.jazztel.es"
"grado":"GMedio"-n-"nombrecentro":"CORONA DE ARAGON","mailcentro":"cpifpcorona@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"DAMIAN FORMENT","mailcentro":"iesalcorisate@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"DE LA PUEBLA DE ALFINDEN","mailcentro":"ieslapuebla@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"DE MOVERA","mailcentro":"cpifpmovera@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"DE SAN BLAS","mailcentro":"ifpeteruel@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"E.F.A. BOALARES","mailcentro":"boalares@efasdearagon.es"
"grado":"GMedio"-n-"nombrecentro":"E.F.A. EL SALTO","mailcentro":"elsalto@efasdearagon.org"
"grado":"GMedio"-n-"nombrecentro":"E.F.A. LA NORIA","mailcentro":"lanoria@efasdearagon.org"
"grado":"GMedio"-n-"nombrecentro":"EL BUEN PASTOR","mailcentro":"secretaria@elbuenpastorzaragoza.net"
"grado":"GMedio"-n-"nombrecentro":"EMILIO JIMENO","mailcentro":"iesejcalatayud@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"ESCUELA DE HOSTELERIA DE TERUEL","mailcentro":"esuhosteruel@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"ESCUELAS PIAS","mailcentro":"joseignaciobilbao@escolapiosemaus.org"
"grado":"GMedio"-n-"nombrecentro":"ESCUELAS PIAS DE SANTA ENGRACIA","mailcentro":"miraflores@fe-escolapias.org"
"grado":"GMedio"-n-"nombrecentro":"FERNANDO LAZARO CARRETER","mailcentro":"iesutrillas@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"FRANCES DE ARANDA","mailcentro":"iesfrateruel@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"FUNDACION LABORAL DE LA CONSTRUCCION","mailcentro":"jandres@fundacionlaboral.org"
"grado":"GMedio"-n-"nombrecentro":"GALLICUM","mailcentro":"ieszuera@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"HERMANOS ARGENSOLA","mailcentro":"ieshabarbastro@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"INSTITUTO DE FORMACION AGROAMBIENTAL","mailcentro":"ifaja@aragon.es"
"grado":"GMedio"-n-"nombrecentro":"ITACA","mailcentro":"iesitazaragoza@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"JOAQUIN COSTA","mailcentro":"iescarinena@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"JOSE MANUEL BLECUA","mailcentro":"iesjmbzaragoza@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"JOSE MOR DE FUENTES","mailcentro":"iesmonzon@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"JUAN DE LANUZA","mailcentro":"iesborja@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"LA LLITERA","mailcentro":"iestamarite@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"LA SALLE-SANTO ANGEL","mailcentro":"admisaz@lasalle.es"
"grado":"GMedio"-n-"nombrecentro":"LEONARDO DE CHABACIER","mailcentro":"ieslchcalatayud@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"LOS ENLACES","mailcentro":"cpilosenlaces@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"LUIS BUÑUEL","mailcentro":"ieslbuzaragoza@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"MAR DE ARAGON","mailcentro":"iescaspe@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"MARIA AUXILIADORA","mailcentro":"titularzaragoza@salesianas.org"
"grado":"GMedio"-n-"nombrecentro":"MARIA MOLINER","mailcentro":"iesmmozaragoza@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"MARTINEZ VARGAS","mailcentro":"iesmvbarbastro@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"MATARRAÑA","mailcentro":"iesvalderrobres@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"MIGUEL CATALAN","mailcentro":"iesmcazaragoza@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"MIRALBUENO","mailcentro":"iesmirzaragoza@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"MONEGROS-GASPAR LAX","mailcentro":"iessarinena@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"MONTEARAGON","mailcentro":"cpifpmontearagon@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"NTRA. SRA. DE GUAYENTE","mailcentro":"escuelahosteleria@guayente.info"
"grado":"GMedio"-n-"nombrecentro":"OBRA DIOCESANA SANTO DOMINGO DE SILOS","mailcentro":"odsds@planalfa.es"
"grado":"GMedio"-n-"nombrecentro":"PABLO SERRANO","mailcentro":"iesandorra@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"PABLO SERRANO","mailcentro":"iespsezaragoza@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"PEDRO CERRADA","mailcentro":"iesutebo@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"PILAR LORENGAR","mailcentro":"iesplozaragoza@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"PIRAMIDE","mailcentro":"cpifppiramide@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"PIRINEOS","mailcentro":"iespijaca@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"PLUS ULTRA","mailcentro":"centro@plusultraformacion.com"
"grado":"GMedio"-n-"nombrecentro":"RAMON Y CAJAL","mailcentro":"iesrychuesca@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"REYES CATOLICOS","mailcentro":"iesrcejea@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"RIO ARBA","mailcentro":"iestauste@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"RIO GALLEGO","mailcentro":"iesrgazaragoza@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"RODANAS","mailcentro":"iesepila@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"SALESIANO NTRA. SRA.DEL PILAR","mailcentro":"secretaria.zaragoza@salesianos.edu"
"grado":"GMedio"-n-"nombrecentro":"SALESIANOS LAVIAGA-CASTILLO","mailcentro":"secretaria.laalmunia@salesianos.edu"
"grado":"GMedio"-n-"nombrecentro":"SALVADOR VICTORIA","mailcentro":"iesmonreal@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"SAN ALBERTO MAGNO","mailcentro":"iesamsabinanigo@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"SAN GABRIEL","mailcentro":"direccion@sangabriel.es"
"grado":"GMedio"-n-"nombrecentro":"SAN LORENZO","mailcentro":"cpifpsanlorenzo@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"SAN VALERO","mailcentro":"infoces@svalero.es"
"grado":"GMedio"-n-"nombrecentro":"SAN VICENTE DE PAOL","mailcentro":"svpaulz@planalfa.es"
"grado":"GMedio"-n-"nombrecentro":"SANTA EMERENCIANA","mailcentro":"iessemteruel@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"SANTIAGO HERNANDEZ","mailcentro":"iesshezaragoza@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"SANTO DOMINGO SAVIO","mailcentro":"colegio.monzon@salesianos.org"
"grado":"GMedio"-n-"nombrecentro":"SEGUNDO DE CHOMON","mailcentro":"iesschteruel@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"SIERRA DE GUARA","mailcentro":"iessguhuesca@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"SIERRA DE LA VIRGEN","mailcentro":"iesillueca@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"SIERRA DE SAN QUILEZ","mailcentro":"iesbinefar@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"SIGLO XXI","mailcentro":"iespedrola@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"SOBRARBE","mailcentro":"iesainsa@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"TIEMPOS MODERNOS","mailcentro":"iestiemposmodernos@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"TUBALCAIN","mailcentro":"iestarazona@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"VALLE DE TENA","mailcentro":"secretaria@fpvalledetena.com"
"grado":"GMedio"-n-"nombrecentro":"VEGA DEL TURIA","mailcentro":"iesvtteruel@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"VIRGEN DEL PILAR","mailcentro":"iesvdpzaragoza@educa.aragon.es"
"grado":"GMedio"-n-"nombrecentro":"ZAURIN","mailcentro":"iesateca@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"ACADEMIA MARCO","mailcentro":"info@academiamarco.com"
"grado":"GSuperior"-n-"nombrecentro":"ANDALAN","mailcentro":"iesandzaragoza@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"ARSENIO JIMENO","mailcentro":"info@centroformacion.ugt.org"
"grado":"GSuperior"-n-"nombrecentro":"AVEMPACE","mailcentro":"iesavempace@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"BAJO ARAGON","mailcentro":"cpifpbajoaragon@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"BAJO CINCA","mailcentro":"iesbcfraga@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"BIELLO ARAGON","mailcentro":"iesbasabinanigo@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"CABAÑAS","mailcentro":"iesalmunia@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"CEFOR IZQUIERDO","mailcentro":"ciclos@izquierdofp.es"
"grado":"GSuperior"-n-"nombrecentro":"CINCO VILLAS","mailcentro":"iescvejea@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"COLEGIO MONTESSORI","mailcentro":"administracion@colegiomontessori.com"
"grado":"GSuperior"-n-"nombrecentro":"CORONA DE ARAGON","mailcentro":"cpifpcorona@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"DE MOVERA","mailcentro":"cpifpmovera@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"DE SAN BLAS","mailcentro":"ifpeteruel@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"E.F.A. BOALARES","mailcentro":"boalares@efasdearagon.es"
"grado":"GSuperior"-n-"nombrecentro":"EL BUEN PASTOR","mailcentro":"secretaria@elbuenpastorzaragoza.net"
"grado":"GSuperior"-n-"nombrecentro":"EMILIO JIMENO","mailcentro":"iesejcalatayud@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"ESCUELA DE HOSTELERIA DE TERUEL","mailcentro":"esuhosteruel@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"FERNANDO LAZARO CARRETER","mailcentro":"iesutrillas@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"FRANCES DE ARANDA","mailcentro":"iesfrateruel@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"FUNDACION LABORAL DE LA CONSTRUCCION","mailcentro":"jandres@fundacionlaboral.org"
"grado":"GSuperior"-n-"nombrecentro":"GALLICUM","mailcentro":"ieszuera@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"HERMANOS ARGENSOLA","mailcentro":"ieshabarbastro@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"INSTITUTO DE FORMACION AGROAMBIENTAL","mailcentro":"ifaja@aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"ITACA","mailcentro":"iesitazaragoza@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"JOAQUIN COSTA","mailcentro":"iescarinena@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"JOSE MOR DE FUENTES","mailcentro":"iesmonzon@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"LA LLITERA","mailcentro":"iestamarite@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"LA SALLE-SANTO ANGEL","mailcentro":"admisaz@lasalle.es"
"grado":"GSuperior"-n-"nombrecentro":"LOS ENLACES","mailcentro":"cpilosenlaces@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"LUIS BUÑUEL","mailcentro":"ieslbuzaragoza@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"MAR DE ARAGON","mailcentro":"iescaspe@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"MARIA AUXILIADORA","mailcentro":"titularzaragoza@salesianas.org"
"grado":"GSuperior"-n-"nombrecentro":"MARIA MOLINER","mailcentro":"iesmmozaragoza@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"MARTINEZ VARGAS","mailcentro":"iesmvbarbastro@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"MIGUEL CATALAN","mailcentro":"iesmcazaragoza@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"MIRALBUENO","mailcentro":"iesmirzaragoza@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"MONTEARAGON","mailcentro":"cpifpmontearagon@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"OBRA DIOCESANA SANTO DOMINGO DE SILOS","mailcentro":"odsds@planalfa.es"
"grado":"GSuperior"-n-"nombrecentro":"PABLO SERRANO","mailcentro":"iesandorra@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"PABLO SERRANO","mailcentro":"iespsezaragoza@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"PEDRO CERRADA","mailcentro":"iesutebo@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"PILAR LORENGAR","mailcentro":"iesplozaragoza@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"PIRAMIDE","mailcentro":"cpifppiramide@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"PIRINEOS","mailcentro":"iespijaca@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"RAMON Y CAJAL","mailcentro":"iesrychuesca@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"REYES CATOLICOS","mailcentro":"iesrcejea@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"RIO GALLEGO","mailcentro":"iesrgazaragoza@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"RODANAS","mailcentro":"iesepila@educa.aragon.es"
"grado":"GSuperior"-n-"nombrecentro":"SALESIANO NTRA. SRA.DEL PILAR","mailcentro":"secretaria.zaragoza@salesianos.edu"
"grado":"GSuperior"-n-"nombrecentro":"SALESIANOS LAVIAGA-CASTILLO","mailcentro":"secretaria.laalmunia@salesianos.edu"
