"grado":"FPBasica"-n-"nombrecentro":"DE SAN BLAS","mailcentro":"ifpeteruel@educa.aragon.es"-n-"provincia":"Teruel"
"grado":"FPBasica"-n-"nombrecentro":"E.F.A. BOALARES","mailcentro":"boalares@efasdearagon.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"E.F.A. EL SALTO","mailcentro":"elsalto@efasdearagon.org"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"E.F.A. LA NORIA","mailcentro":"lanoria@efasdearagon.org"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"EL BUEN PASTOR","mailcentro":"secretaria@elbuenpastorzaragoza.net"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"EMILIO JIMENO","mailcentro":"iesejcalatayud@educa.aragon.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"ESCUELA DE HOSTELERIA DE TERUEL","mailcentro":"esuhosteruel@educa.aragon.es"-n-"provincia":"Teruel"
"grado":"FPBasica"-n-"nombrecentro":"ESCUELAS PIAS DE SANTA ENGRACIA","mailcentro":"miraflores@fe-escolapias.org"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"FELIX DE AZARA","mailcentro":"iesfazzaragoza@educa.aragon.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"FERNANDO LAZARO CARRETER","mailcentro":"iesutrillas@educa.aragon.es"-n-"provincia":"Teruel"
"grado":"FPBasica"-n-"nombrecentro":"FRANCES DE ARANDA","mailcentro":"iesfrateruel@educa.aragon.es"-n-"provincia":"Teruel"
"grado":"FPBasica"-n-"nombrecentro":"FUNDACION LABORAL DE LA CONSTRUCCION","mailcentro":"jandres@fundacionlaboral.org"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"GALLICUM","mailcentro":"ieszuera@educa.aragon.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"HERMANOS ARGENSOLA","mailcentro":"ieshabarbastro@educa.aragon.es"-n-"provincia":"Huesca"
"grado":"FPBasica"-n-"nombrecentro":"ITACA","mailcentro":"iesitazaragoza@educa.aragon.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"JOSE MANUEL BLECUA","mailcentro":"iesjmbzaragoza@educa.aragon.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"JOSE MOR DE FUENTES","mailcentro":"iesmonzon@educa.aragon.es"-n-"provincia":"Huesca"
"grado":"FPBasica"-n-"nombrecentro":"JUAN DE LANUZA","mailcentro":"iesborja@educa.aragon.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"LA LLITERA","mailcentro":"iestamarite@educa.aragon.es"-n-"provincia":"Huesca"
"grado":"FPBasica"-n-"nombrecentro":"LA PURISIMA PARA NIÑOS SORDOS","mailcentro":"lpurisimansz@planalfa.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"LA SALLE-SANTO ANGEL","mailcentro":"admisaz@lasalle.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"LEONARDO DE CHABACIER","mailcentro":"ieslchcalatayud@educa.aragon.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"LOBETANO","mailcentro":"iesalbarracin@educa.aragon.es"-n-"provincia":"Teruel"
"grado":"FPBasica"-n-"nombrecentro":"LUIS BUÑUEL","mailcentro":"ieslbuzaragoza@educa.aragon.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"MAR DE ARAGON","mailcentro":"iescaspe@educa.aragon.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"MARIA AUXILIADORA","mailcentro":"titularzaragoza@salesianas.org"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"MARIA MOLINER","mailcentro":"iesmmozaragoza@educa.aragon.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"MARTINEZ VARGAS","mailcentro":"iesmvbarbastro@educa.aragon.es"-n-"provincia":"Huesca"
"grado":"FPBasica"-n-"nombrecentro":"MATARRAÑA","mailcentro":"iesvalderrobres@educa.aragon.es"-n-"provincia":"Teruel"
"grado":"FPBasica"-n-"nombrecentro":"MIGUEL CATALAN","mailcentro":"iesmcazaragoza@educa.aragon.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"MIGUEL DE MOLINOS","mailcentro":"iesmimozaragoza@educa.aragon.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"MIRALBUENO","mailcentro":"iesmirzaragoza@educa.aragon.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"MONEGROS-GASPAR LAX","mailcentro":"iessarinena@educa.aragon.es"-n-"provincia":"Huesca"
"grado":"FPBasica"-n-"nombrecentro":"MONTEARAGON","mailcentro":"cpifpmontearagon@educa.aragon.es"-n-"provincia":"Huesca"
"grado":"FPBasica"-n-"nombrecentro":"NTRA. SRA. DE GUAYENTE","mailcentro":"escuelahosteleria@guayente.info"-n-"provincia":"Huesca"
"grado":"FPBasica"-n-"nombrecentro":"NTRA. SRA. DEL CARMEN Y SAN JOSE","mailcentro":"elcarmenysanjosezgz@gmail.com"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"OBRA DIOCESANA SANTO DOMINGO DE SILOS","mailcentro":"odsds@planalfa.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"PABLO GARGALLO","mailcentro":"iespagazaragoza@educa.aragon.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"PABLO SERRANO","mailcentro":"iesandorra@educa.aragon.es"-n-"provincia":"Teruel"
"grado":"FPBasica"-n-"nombrecentro":"PABLO SERRANO","mailcentro":"iespsezaragoza@educa.aragon.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"PADRE ENRIQUE DE OSSO","mailcentro":"direcciongeneral@eossozaragoza.escuelateresiana.com"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"PEDRO CERRADA","mailcentro":"iesutebo@educa.aragon.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"PEDRO DE LUNA","mailcentro":"iespluzaragoza@educa.aragon.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"PILAR LORENGAR","mailcentro":"iesplozaragoza@educa.aragon.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"PIRAMIDE","mailcentro":"iespirhuesca@educa.aragon.es"-n-"provincia":"Huesca"
"grado":"FPBasica"-n-"nombrecentro":"PIRINEOS","mailcentro":"iespijaca@educa.aragon.es"-n-"provincia":"Huesca"
"grado":"FPBasica"-n-"nombrecentro":"PLUS ULTRA","mailcentro":"centro@plusultraformacion.com"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"RAMON J. SENDER","mailcentro":"iesrsfraga@educa.aragon.es"-n-"provincia":"Huesca"
"grado":"FPBasica"-n-"nombrecentro":"RAMON Y CAJAL","mailcentro":"iesrychuesca@educa.aragon.es"-n-"provincia":"Huesca"
"grado":"FPBasica"-n-"nombrecentro":"REYES CATOLICOS","mailcentro":"iesrcejea@educa.aragon.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"RIO ARBA","mailcentro":"iestauste@educa.aragon.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"RIO GALLEGO","mailcentro":"iesrgazaragoza@educa.aragon.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"RODANAS","mailcentro":"iesepila@educa.aragon.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"SALESIANO NTRA. SRA.DEL PILAR","mailcentro":"secretaria.zaragoza@salesianos.edu"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"SALESIANOS LAVIAGA-CASTILLO","mailcentro":"secretaria.laalmunia@salesianos.edu"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"SALVADOR VICTORIA","mailcentro":"iesmonreal@educa.aragon.es"-n-"provincia":"Teruel"
"grado":"FPBasica"-n-"nombrecentro":"SAN JOSE DE CALASANZ","mailcentro":"sjcalasanzbar@escolapiosemaus.org"-n-"provincia":"Huesca"
"grado":"FPBasica"-n-"nombrecentro":"SAN LORENZO","mailcentro":"cpifpsanlorenzo@educa.aragon.es"-n-"provincia":"Huesca"
"grado":"FPBasica"-n-"nombrecentro":"SAN VALERO","mailcentro":"infoces@svalero.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"SAN VICENTE DE PAOL","mailcentro":"svpaulz@planalfa.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"SANTA AGATOCLIA","mailcentro":"colegiosantaagatoclia@gmail.com"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"SANTA EMERENCIANA","mailcentro":"iessemteruel@educa.aragon.es"-n-"provincia":"Teruel"
"grado":"FPBasica"-n-"nombrecentro":"SANTIAGO HERNANDEZ","mailcentro":"iesshezaragoza@educa.aragon.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"SANTO DOMINGO SAVIO","mailcentro":"colegio.monzon@salesianos.org"-n-"provincia":"Huesca"
"grado":"FPBasica"-n-"nombrecentro":"SEGUNDO DE CHOMON","mailcentro":"iesschteruel@educa.aragon.es"-n-"provincia":"Teruel"
"grado":"FPBasica"-n-"nombrecentro":"SIERRA DE GUARA","mailcentro":"iessguhuesca@educa.aragon.es"-n-"provincia":"Huesca"
"grado":"FPBasica"-n-"nombrecentro":"SIERRA DE LA VIRGEN","mailcentro":"iesillueca@educa.aragon.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"SIERRA DE SAN QUILEZ","mailcentro":"iesbinefar@educa.aragon.es"-n-"provincia":"Huesca"
"grado":"FPBasica"-n-"nombrecentro":"SIGLO XXI","mailcentro":"iespedrola@educa.aragon.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"TIEMPOS MODERNOS","mailcentro":"iestiemposmodernos@educa.aragon.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"TUBALCAIN","mailcentro":"iestarazona@educa.aragon.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"VALLE DE TENA","mailcentro":"secretaria@fpvalledetena.com"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"VALLE DEL GUADALOPE","mailcentro":"iescalanda@educa.aragon.es"-n-"provincia":"Teruel"
"grado":"FPBasica"-n-"nombrecentro":"VALLE DEL JILOCA","mailcentro":"iescalamocha@educa.aragon.es"-n-"provincia":"Teruel"
"grado":"FPBasica"-n-"nombrecentro":"VEGA DEL TURIA","mailcentro":"iesvtteruel@educa.aragon.es"-n-"provincia":"Teruel"
"grado":"FPBasica"-n-"nombrecentro":"VIRGEN DEL PILAR","mailcentro":"iesvdpzaragoza@educa.aragon.es"-n-"provincia":"Zaragoza"
"grado":"FPBasica"-n-"nombrecentro":"ZAURIN","mailcentro":"iesateca@educa.aragon.es"-n-"provincia":"Zaragoza"
"grado":"GMedio"-n-"nombrecentro":"ACADEMIA MARCO","mailcentro":"info@academiamarco.com"-n-"provincia":"Zaragoza"
"grado":"GMedio"-n-"nombrecentro":"ALAON","mailcentro":"centroalaun@alaun.es"-n-"provincia":"Zaragoza"
"grado":"GMedio"-n-"nombrecentro":"ANDALAN","mailcentro":"iesandzaragoza@educa.aragon.es"-n-"provincia":"Zaragoza"
"grado":"GMedio"-n-"nombrecentro":"ARSENIO JIMENO","mailcentro":"info@centroformacion.ugt.org"-n-"provincia":"Zaragoza"
"grado":"GMedio"-n-"nombrecentro":"ARTE-MISS ZARAGOZA, CENTRO 1","mailcentro":"educacion@arte-miss.com"-n-"provincia":"Zaragoza"
"grado":"GMedio"-n-"nombrecentro":"BAJO ARAGON","mailcentro":"cpifpbajoaragon@educa.aragon.es"-n-"provincia":"Teruel"
